name,symbol,current_price,total_volume,market_cap
Frax,frax,0.995611,21933280,647513954
MAGA,trump,13.67,6376914,637504894
Aevo,aevo,0.757643,69723586,634719683
Terra Luna Classic,lunc,0.00010798,17222708,627632044
Blur,blur,0.360264,26497663,601129510
Helium,hnt,3.56,15797038,592199957
Axelar,axl,0.855451,11712802,587027172
SATS (Ordinals),sats,2.76391e-07,15129746,583162291
Theta Fuel,tfuel,0.087812,2238343,579174635
Staked Frax Ether,sfrxeth,4007.91,332953,577655353
Tether Gold,xaut,2313.36,7479721,570153580
Illuvium,ilv,86.22,9732801,568125065
Polymesh,polyx,0.521927,242112317,557606361
Bitcoin Gold,btg,31.34,3789490,550621173
XDC Network,xdc,0.03590536,5080567,535188581
1inch,1inch,0.444567,35533332,530579135
WOO,woo,0.277064,13886543,525722402
Arkham,arkm,2.22,76795891,518406693
CorgiAI,corgiai,0.00149826,135591,515240861
Curve DAO,crv,0.411242,72735559,510507534
IoTeX,iotx,0.0537,11301862,509773616
Manta Network,manta,1.56,25008905,507142084
dYdX,ethdydx,1.88,23353424,504148961
Echelon Prime,prime,12.34,29837215,504044928
Astar,astr,0.088549,22114159,502583318
TrueUSD,tusd,0.998638,20323108,496577591
cat in a dogs world,mew,0.00554134,125533982,491062112
PepeCoin,pepecoin,4.12,1844577,486326600
Memecoin,meme,0.02457574,27434981,481264065
Ocean Protocol,ocean,0.737336,22687883,480035546
Trust Wallet,twt,1.15,10271559,479476738
Stader ETHx,ethx,3805.68,143320,477673566
Biconomy,bico,0.580448,50659163,470351240
Mog Coin,mog,1.19e-06,28209008,469010533
Ether.fi,ethfi,3.98,76097348,456787768
Aerodrome Finance,aero,0.930594,25459651,453778494
AltLayer,alt,0.295841,33261564,449953364
Osmosis,osmo,0.672383,18006950,447768117
Golem,glm,0.445547,6211241,446678249
cETH,ceth,74.12,407.56,446413508
Beercoin,beer,0.00049883,162820827,444877490
APENFT,nft,4.41988e-07,116789382,437976951
WEMIX,wemix,1.2,5133155,436110245
Kusama,ksm,28.79,9578222,435441161
Dymension,dym,2.47,19276756,432605971
Raydium,ray,1.63,8788565,430802508
GMT,gmt,0.203355,21186797,428744488
PAX Gold,paxg,2317.21,4643417,427885324
Turbo,turbo,0.00609925,110346213,421592763
SuperVerse,super,0.91067,4872157,412946773
Radix,xrd,0.03883311,1276627,406868252
Rocket Pool,rpl,19.82,5096738,406626709
USDB,usdb,0.996979,37517153,405526202
Holo,hot,0.0022756,8688793,405086654
Ankr Network,ankr,0.0401211,9437684,402233339
PayPal USD,pyusd,0.998637,9453885,399187624
Zilliqa,zil,0.02149554,12285974,398114452
Celo,celo,0.736916,11741916,398050582
Terra,luna,0.577492,18447886,397774071
Jito,jto,3.24,47869692,397489133
0x Protocol,zrx,0.461201,10225411,392248218
MX,mx,3.97,39317176,390911579
Popcat,popcat,0.3931,14286022,387727212
Enjin Coin,enj,0.255681,22347924,376335648
Metis,metis,65.49,10667820,373731909
Aragon,ant,9.3,5158421,372502471
API3,api3,3.22,34533070,372400069
Reserve Rights,rsr,0.00734315,40423794,371638318
Compound,comp,53.93,32410210,371148091
GMX,gmx,38.61,26015847,369110329
Zcash,zec,24.0,73452832,364564194
Galxe,gal,3.13,6727282,363012032
SafePal,sfp,0.775172,2117305,359522001
Ravencoin,rvn,0.02574256,10474268,359419252
EthereumPoW,ethw,3.3,5780710,357104016
Arcblock,abt,3.55,1762952,350688634
Siacoin,sc,0.00599158,2251870,346882164
OriginTrail,trac,0.840596,1879434,343553438
cWBTC,cwbtc,1404.7,0.0,342493445
SKALE,skl,0.065878,18828532,342095020
Frax Share,fxs,4.22,12765449,338604490
Amp,amp,0.00607855,8247237,335695526
Basic Attention,bat,0.224126,21458491,335036683
Qtum,qtum,3.16,13342078,333240000
Nosana,nos,3.97,1610078,331398230
aelf,elf,0.450527,12682018,327761539
Liquid Staked ETH,lseth,3875.16,239753,323562771
Yield Guild Games,ygg,0.866755,40859328,323489125
Venom,venom,0.19468,11559373,322476562
Flux,flux,0.916447,9021323,319739595
Dash,dash,26.66,25566407,316468760
Casper Network,cspr,0.02590765,4655901,313932479
Mask Network,mask,3.26,37334893,313285665
Pixels,pixel,0.405343,33705473,311766035
ZetaChain,zeta,1.12,19087357,309651800
Decred,dcr,19.03,1236907,307343529
Threshold Network,t,0.03110661,4057810,303053468
Ampleforth,ampl,1.35,3361489,303015425
Nexus Mutual,nxm,77.86,0.0,300549658
Chia,xch,28.32,15801651,298963575
MMX,mmx,2.08,666360,297421050
JUST,jst,0.02998404,6867264,297177450
NetMind Token,nmt,8.13,2581872,296880442
Centrifuge,cfg,0.592944,683548,293428273
Gas,gas,4.4,3795772,286891853
SPACE ID,id,0.650312,10692919,281097969
SSV Network,ssv,38.67,16359761,274647523
Wrapped Beacon ETH,wbeth,3841.43,1764068,272974509
Loopring,lrc,0.218276,18594348,272587420
Blox,cdt,0.397222,253413,268499117
Baby Doge Coin,babydoge,1.757e-09,17414563,267119070
TrueFi,tru,0.2291,95180503,262135121
Chromia,chr,0.314584,8686779,255678199
PONKE,ponke,0.510737,36723733,254861168
Moonbeam,glmr,0.293203,4094142,254823880
Coin98,c98,0.243379,7644209,253724169
BENQI Liquid Staked AVAX,savax,37.79,1462543,252759326
BounceBit,bb,0.615888,120716443,251715647
Bitcoin Avalanche Bridged (BTC.b),btc.b,69796,4219870,248724284
UMA,uma,3.05,14682189,248139432
Vanar Chain,vanry,0.17551,12655909,246754377
ANDY ETH,andy,0.00024154,9558161,244249296
Ontology,ont,0.268366,8429004,242295701
Tellor Tributes,trb,92.96,35099839,241986350
OKT Chain,okt,13.32,296335,238161496
Escoin,elg,1.28,1096522,236693156
Audius,audio,0.189449,71404746,234937754
Goldfinch,gfi,3.08,4101625,233322495
Osaka Protocol,osak,3.06028e-07,243823,232961308
Tribe,tribe,0.510195,40876,232319115
tBTC,tbtc,69404,582847,232130702
Slerf,slerf,0.465066,106489380,232048898
Harmony,one,0.01857618,5966918,229133371
Dusk,dusk,0.49086,28560237,228836579
Telcoin,tel,0.00291178,791309,226800887
Degen (Base),degen,0.01809309,26014576,226262991
Beldex,bdx,0.03468679,843612,224481407
VeThor,vtho,0.00289042,1569856,222933745
FINSCHIA,fnsa,28.2,617682,222843867
Delysium,agi,0.260737,4058892,220272427
Creditcoin,ctc,0.640918,963294,218395660
Bridged RSS3 (Ethereum),rss3,0.32294,12564241,218343738
Mythos,myth,0.424902,193083,217924062
Myro,$myro,0.216268,26952503,216046721
yearn.finance,yfi,6452.92,14318493,215081035
Band Protocol,band,1.5,6767059,214564649
Wrapped Centrifuge,wcfg,0.591962,579515,213962353
Oraichain,orai,13.24,2402403,212466575
Kadena,kda,0.750536,6092686,209148883
iExec RLC,rlc,2.88,5751642,208627261
Balancer,bal,3.63,7042320,208546136
MCOIN,mcoin,1.17,1338242,207013011
Saga,saga,2.17,34540368,205719840
Aleph Zero,azero,0.644552,2308224,204945942
Magic,magic,0.772472,17922730,203837375
Sushi,sushi,1.048,23277535,202555428
Decentralized Social,deso,19.11,9179052,201684839
Olympus,ohm,12.17,246757,199350779
0x0.ai: AI Smart Contract,0x0,0.222616,1102664,199115499
MimbleWimbleCoin,mwc,18.06,5264.62,198209559
SwissBorg,borg,0.200471,1429817,197521693
WAX,waxp,0.056925,2399522,196849390
Convex Finance,cvx,2.4,3212954,196775832
Xai,xai,0.707453,30603480,196379225
ICON,icx,0.192924,1867618,193846714
PAAL AI,paal,0.29779,5418932,193744682
Toshi,toshi,0.00045956,3170423,193595548
TokenFi,token,0.131096,19710936,193245717
Zentry,zent,0.03536888,17707488,192460482
COTI,coti,0.121346,6555960,191471789
NEM,xem,0.02117387,2722150,191241690
Lisk,lsk,1.31,2222658,190005069
Prom,prom,10.43,2490429,189932546
LCX,lcx,0.243514,1044357,189323651
Solar,sxp,0.307386,6072945,185160372
Non-Playable Coin,npc,0.0229657,7420238,184954162
Marlin,pond,0.02276428,2541757,184563246
Open Campus,edu,0.706414,12833364,184045718
Universal ETH,unieth,3939.31,248897,183206070
Pocket Network,pokt,0.109022,708998,182790698
CHEX Token,chex,0.183427,1701909,182251518
Neutron,ntrn,0.648726,2470824,181351067
CYBER,cyber,8.09,13823211,181047002
World Mobile Token,wmt,0.302929,1477987,179044617
H2O Dao,h2o,0.216409,528370,175297689
CoinEx,cet,0.060315,277856,173765441
DigiByte,dgb,0.01017286,6086756,173511487
Smooth Love Potion,slp,0.00414887,11289803,172345651
Milady Meme Coin,ladys,1.90637e-07,9216688,170458346
Cartesi,ctsi,0.207264,4087130,170107547
Bitkub Coin,kub,1.89,424908,167369025
Numeraire,nmr,24.2,4994799,165838099
Renzo,rez,0.142598,55091062,163852604
inSure DeFi,sure,0.00623167,977340,163195700
Fusionist,ace,4.86,19404889,162348919
Alchemix USD,alusd,0.964503,350739,161895342
Omni Network,omni,15.52,35392336,160740751
Rollbit Coin,rlb,0.061609,670650,160714658
DAO Maker,dao,0.635499,1280120,159791680
Big Time,bigtime,0.166827,11959059,158005238
VVS Finance,vvs,3.45e-06,254246,157724414
Apu Apustaja,apu,0.00048992,11390620,157034830
Kujira,kuji,1.27,482352,155572988
Alephium,alph,1.92,1844728,154360428
Songbird,sgb,0.01037715,641406,154054633
ARK,ark,0.838932,27320252,152917628
IQ,iq,0.00828411,2324714,152763063
My Neighbor Alice,alice,1.65,26333792,152108516
Coq Inu,coq,2.19e-06,4546613,151859230
Venus,xvs,9.59,8439952,151843303
Wilder World,wild,0.546368,579990,151635426
Taiko,taiko,2.35,28459649,150335293
SmarDex,sdex,0.01780287,424046,150133539
Nano,xno,1.11,1531284,148581907
RSK Infrastructure Framework,rif,0.147889,1714275,148374782
TerraClassicUSD,ustc,0.02161055,7275301,147668007
Ondo US Dollar Yield,usdy,1.042,162440,147347137
Metars Genesis,mrs,1.74,98133,146584465
IOST,iost,0.00782113,5860592,146577347
Bone ShibaSwap,bone,0.583713,5561152,146158485
BORA,bora,0.138388,2401676,144779562
Metaplex,mplx,0.272501,592369,144721472
Ontology Gas,ong,0.379661,7742613,144429446
BitMart,bmx,0.424611,925499,144118737
Dora Factory,dora,0.144117,935510,144062798
Powerledger,powr,0.273595,4698555,144005848
Energy Web,ewt,2.83,1145921,143814719
Pax Dollar,usdp,1.0,5304906,140766609
Spell,spell,0.00096843,11529435,140715552
Bitcoin Wizards,wzrd,6.69,292050,140440511
Across Protocol,acx,0.397169,412244,140303968
JOE,joe,0.409893,3923382,140257317
Stride,strd,1.54,61747,139243383
Bounce,auction,21.36,24308193,138965006
Moonriver,movr,15.34,9323761,137914623
Helium Mobile,mobile,0.00150595,2748335,137126337
Seedify.fund,sfund,2.15,6164764,136681545
Hivemapper,honey,0.075805,1204387,136564037
michi,$michi,0.245763,9393029,136514670
Gemini Dollar,gusd,0.998677,794038,135886014
Jeo Boden,boden,0.197681,5823904,135663798
Synternet,noia,0.169765,876680,135598383
HarryPotterObamaSonic10Inu (ETH),bitcoin,0.134821,1796038,134914434
Waves,waves,1.34,24392710,134885682
STASIS EURO,eurs,1.076,1156127,133374141
Portal,portal,0.798535,28231527,133369285
Pundi X,pundix,0.520467,27325349,133346154
Kyber Network Crystal,knc,0.778725,36258642,133217379
Clearpool,cpool,0.220252,4992716,133149581
Covalent,cqt,0.208917,1386673,132310012
Synapse,syn,0.601969,3935101,132278557
Alchemy Pay,ach,0.02665853,10447011,132056858
PHALA,pha,0.180624,5829749,132016549
Status,snt,0.03320809,1748865,131617483
AirTor Protocol,ator,1.78,1530532,131511534
MiL.k Alliance,mlk,0.361511,33898976,131186852
Syscoin,sys,0.16799,1432050,131122915
Maple,mpl,16.67,4299732,130400091
Sleepless AI,ai,1.0,21148501,130294196
Cream,cream,77.13,1394555,129676541
Stratis,strax,0.067435,3294470,129065948
GME,gme,0.01860288,128603575,128241317
Bluzelle,blz,0.296892,35056597,127820532
ApeX,apex,2.71,35913030,127610652
Tensor,tnsr,1.019,65106871,127144483
PUPS (Ordinals),pups,16.4,1659433,127087816
Polygon Ecosystem Token,pol,0.65465,748050,127079754
Origin Ether,oeth,3690.71,2047862,126917051
ECOMI,omi,0.0004492,364995,126288512
Wexo,wexo,2.42,481.87,126088646
MVL,mvl,0.00504832,4931437,125965101
Gomining Token,gomining,0.297994,6376287,125794431
Orbs,orbs,0.02894259,2073334,125770620
Hooked Protocol,hook,0.774543,5215046,125503211
LeverFi,lever,0.00389439,17297953,125323214
Wen,$wen,0.00017206,15981349,125133764
Hive,hive,0.288351,1741836,124198387
Sun Token,sun,0.01261466,128436719,124062876
Zignaly,zig,0.087022,4597258,123795482
crvUSD,crvusd,0.993767,133221140,123572771
Adventure Gold,agld,1.58,19120484,122886484
Frontier,front,1.39,122966874,122844270
Horizen,zen,8.05,5413837,122378915
Ribbon Finance,rbn,0.757586,1651361,121020878
Constellation,dag,0.03978428,2214309,120634279
Velo,velo,0.0160289,13591500,119211324
Paycoin,pci,0.118198,1424564,119140795
DODO,dodo,0.180941,6431070,118841017
Celer Network,celr,0.02095234,3912624,118654816
Phoenix,phb,2.36,8566422,117465420
Nym,nym,0.147645,1219990,117077727
Stargate Finance,stg,0.570686,22214107,116405780
WUFFI,wuf,1.17e-06,7969016,116385025
Boba Network,boba,0.30451,2556764,116049922
Oasys,oas,0.062174,959925,115506253
Dent,dent,0.00120362,3297423,115391657
Cudos,cudos,0.01616736,566721,114313943
Banana Gun,banana,47.16,3557003,114023164
Unizen,zcx,0.163895,21510721,113864370
Orca,orca,2.22,1248065,113338916
LimeWire,lmwr,0.395571,3797306,112880028
Steem,steem,0.241715,1667136,112379350
Vulcan Forged,pyr,4.68,8037350,111974684
Spectral,spec,10.66,6238412,111965703
Stader MaticX,maticx,0.727145,124287,111218486
Tokenlon,lon,0.966399,70400,110922677
Hashflow,hft,0.2707,4513674,110511395
Bazaars,bzr,9.45,227687,110499052
Doland Tremp,tremp,1.094,13724470,109399429
Solidus Ai Tech,aitech,0.1748,13799044,109210541
WINkLink,win,0.00010963,4398031,109008326
Tenset,10set,0.649738,674942,108780218
Dogelon Mars,elon,1.94636e-07,2182052,107593117
Maverick Protocol,mav,0.425938,9249088,106821166
Civic,cvc,0.133079,6048645,106680328
Aurora,aurora,0.223434,2728220,105634806
Kinesis Silver,kag,29.94,139376,105258470
Pundi X [OLD],npxs,0.00044581,1936.31,105181028
Function X,fx,0.144071,234350,105019986
Gains Network,gns,3.09,3076627,104666214
dKargo,dka,0.02481917,809331,103963010
Telos,tlos,0.246781,7097984,103764287
Request,req,0.134795,1391278,103665406
XYO Network,xyo,0.00743973,924391,103630222
Liquity,lqty,1.073,13923135,103263017
Everscale,ever,0.052049,182218,102534915
IX Swap,ixs,0.591609,1092062,102273080
Kinesis Gold,kau,74.43,170498,101887134
Maya Protocol,cacao,1.012,675416,101145488
MANEKI,maneki,0.01142209,22808923,100394483
Dione,dione,0.01056405,734206,99722898
Propy,pro,1.72,3105398,99506263
BTSE Token,btse,0.61114,1858.06,99037965
Bancor Network,bnt,0.739885,3871876,98738156
Shentu,ctk,0.729671,2153014,98621635
HashAI,hashai,0.00109996,307797,97976488
DOLA,dola,0.990245,2460460,97788323
ALEX Lab,alex,0.184343,652837,97436441
Ozone Chain,ozo,0.221954,156442,97116228
Radiant Capital,rdnt,0.172469,18520182,97115302
Forta,fort,0.22495,689209,96547207
Humans.ai,heart,0.01726133,282138,96330466
Uquid Coin,uqc,9.61,2283633,96141803
Myria,myria,0.00485306,1168142,96051842
Medibloc,med,0.01060945,1329464,95879172
Marblex,mbx,0.758314,1521782,95597639
Mines of Dalarnia,dar,0.163129,12023395,95509548
Stella,alpha,0.107594,2745858,95372421
MAGA Hat,maga,0.00023431,78779054,95264662
UniX,unix,0.336804,883.66,94827391
Hifi Finance,hifi,0.743452,19654778,94712805
STP,stpt,0.04864239,1887963,94668392
Pangolin,png,0.432439,899063,94473743
Secret,scrt,0.34681,1287756,94230759
BENQI,qi,0.02013031,2281736,94194606
Wojak,wojak,0.00133386,9296726,93819613
VaultCraft,vcx,0.123023,45708,93643898
Victoria VR,vr,0.01347628,2018216,92226099
Tectum,tet,12.45,1292930,91953227
Mobox,mbox,0.327466,5213523,91546467
Loom Network (NEW),loom,0.074341,2191107,91328532
Snek,snek,0.0012363,1376586,91258495
USDX,usdx,0.818755,279454,91223940
NKYC Token,nkyc,22.67,247034,90783684
Guild of Guardians,gog,0.15396,2269033,90775481
PeiPei,peipei,2.12479e-07,15433105,90732583
Verge,xvg,0.00546749,2620849,90523239
Huobi,ht,0.56575,161826,90504860
BakerySwap,bake,0.31337,10223572,90445395
Nakamoto Games,naka,1.39,21569884,90199711
Moonwell,well,0.0366675,759573,89942158
Acala,aca,0.087612,2986393,89427658
Karrat,karrat,0.917948,56055798,89375093
Metal DAO,mtl,1.38,3111999,89293422
Radio Caca,raca,0.00024193,8516086,88951304
AMATERASU OMIKAMI,omikami,0.08888,3767289,88844184
WazirX,wrx,0.193581,1858016,88700355
The Doge NFT,dog,0.00592326,725974,88568049
ChainGPT,cgpt,0.180838,7563508,88429923
Ardor,ardr,0.087231,7156828,87100756
Friend.tech,friend,0.925147,3348115,87066215
GHO,gho,0.997346,55928127,86836189
Heroes of Mavia,mavia,2.75,15246125,86716038
Crown by Third Time Games,crown,0.495889,612345,86710490
AllianceBlock Nexera,nxra,0.109496,585452,86675166
Basenji,benji,0.086569,8389257,86568767
LandWolf,wolf,9.718e-05,3969127,86404542
Purr,purr,0.142306,4676347,85430952
PacMoon,pac,0.181514,765914,84603724
Liquity USD,lusd,1.0,2905118,84369945
Aavegotchi,ghst,1.63,3374891,83305253
NKN,nkn,0.107162,2886142,83221380
Badger,badger,4.17,5148612,83120306
CANTO,canto,0.139009,2340826,83075189
Gearbox,gear,0.01440422,603225,82891471
Gitcoin,gtc,1.36,5090045,82619741
Gelato,gel,0.337825,108348,82553770
Tokamak Network,ton,1.77,7815952,82539354
Entangle,ngl,0.596742,1393196,82467698
ArbDoge AI,aidoge,4.38195e-10,11021555,82419607
Ergo,erg,1.08,659610,82144053
Velodrome Finance,velo,0.117454,2736656,81848145
Autonolas,olas,1.97,1238482,81818110
Shark Cat,sc,0.082771,4322098,81744779
Virtuals Protocol,virtual,0.081483,2088826,81653671
Radworks,rad,1.63,3286025,81388981
GameBuild,game,0.0051215,7578375,81043050
Keep Network,keep,0.147248,18207.39,80838319
LUKSO,lyx,2.67,359754,80747685
Spacemesh,$smh,1.96,4924938,80370657
Wrapped QUIL,quil,0.23914,1713647,80364682
XPLA,xpla,0.136294,70712,80152348
Bifrost,bfc,0.057459,415945,79942406
Origin Token,ogn,0.135904,7770926,79784012
Krypton DAO,krd,0.778215,429.86,79733546
Verus Coin,vrsc,1.15,6053.28,79634489
Ethernity Chain,ern,3.77,2838483,79352851
SuperRare,rare,0.113724,1971299,79184477
Ultima,ultima,2770.62,2544166,79088632
Chainflip,flip,2.71,946982,78754686
Shadow Token,shdw,0.485218,1021265,78513268
LTO Network,lto,0.180528,7310475,77633213
Euler,eul,4.12,347647,77466622
Access Protocol,acs,0.00217923,1387478,76987061
Grok,$grok,0.01214336,8735061,76939291
Drift Protocol,drift,0.506631,20834827,76362475
Wrapped NXM,wnxm,78.28,1609926,76351018
Redacted,btrfly,246.89,222526,76042263
Automata,ata,0.146575,2810420,75223726
LooksRare,looks,0.075174,2246654,74800759
Foxy,foxy,0.02477615,20078688,74679665
Multibit,mubi,0.0773,7451612,74058113
Resistance Dog,redo,0.739253,783541,74055957
StormX,stmx,0.00670906,4299762,74005296
GamerCoin,ghx,0.118444,1418809,73575416
KOGE,koge,21.71,4706.06,73569938
Hunt,hunt,0.369069,1398551,73479827
NodeAI,gpu,0.743909,1535549,73061198
Perpetual Protocol,perp,1.0,4684283,72825630
AI Analysis Token,aiat,0.802273,1848329,72365022
Alien Worlds,tlm,0.01662255,5824149,72129422
QuarkChain,qkc,0.01028527,1587958,72097354
Dream Machine Token,dmt,119.66,1151226,72058010
Sovryn,sov,1.16,88000,71829583
BUSD,busd,1.005,476680,70831515
Hermez Network,hez,4.07,52449,70431810
Storj,storj,0.485565,16517222,70038812
Ankr Staked ETH,ankreth,4232.99,235864,69665023
Opulous,opul,0.151462,697665,69090025
Clash of Lilliput,col,0.837901,105591,68770253
DexTools,dext,0.807727,167787,68290488
Stafi,fis,0.473996,1983853,68141688
A Hunters Dream,caw,1.06921e-07,1416730,68096069
YES Money,yes,5.58,1996413,67528416
Dynex,dnx,0.746335,4014873,67319147
Agoric,bld,0.101769,186772,67092437
Mainframe,mft,0.00711432,3141.88,66778962
Cortex,ctxc,0.301399,2575949,66750467
CoW Protocol,cow,0.289452,167205,66450855
MovieBloc,mbl,0.0037403,2417799,66330768
TriasLab,trias,6.61,1183542,66255740
L7DEX,lsd,1.38,1813746,65919506
sETH2,seth2,3676.57,25755,65621415
Shardus,ult,0.148716,69.85,65368988
Polkastarter,pols,0.656589,2312687,65330217
Polymath,poly,0.072591,24004,65297710
REI Network,rei,0.066677,1985316,64750554
cUSDC,cusdc,0.0239474,3.08,64613358
ChompCoin,chomp,0.678105,7312319,64213689
PlatON Network,lat,0.01136069,11255190,64193583
Gods Unchained,gods,0.215005,545006,64135180
TOKPIE,tkp,0.806179,100732,63980930
Hippocrat,hpo,0.064351,640681,63932644
pSTAKE Finance,pstake,0.136561,6293795,63750459
QuantCheck,qtk,0.59799,69536,63205059
