Symbol,Price,1h % change,24h % change,Volume (24h)
ATOMUSDC,7.78100000,-0.841,-0.841,66733.95846000
ATOMPAX,0.00000000,0.000,0.000,0.00000000
ATOMTUSD,0.00000000,0.000,0.000,0.00000000
ETCUSDC,0.00000000,0.000,0.000,0.00000000
ETCPAX,0.00000000,0.000,0.000,0.00000000
ETCTUSD,0.00000000,0.000,0.000,0.00000000
BATUSDC,0.00000000,0.000,0.000,0.00000000
BATPAX,0.00000000,0.000,0.000,0.00000000
BATTUSD,0.00000000,0.000,0.000,0.00000000
PHBBNB,0.00000000,0.000,0.000,0.00000000
PHBBTC,0.00003321,0.332,0.332,2.10670053
PHBUSDC,0.00000000,0.000,0.000,0.00000000
PHBTUSD,0.00000000,0.000,0.000,0.00000000
PHBPAX,0.00000000,0.000,0.000,0.00000000
TFUELBNB,0.00000000,0.000,0.000,0.00000000
TFUELBTC,0.00000125,-1.575,-1.575,2.24812728
TFUELUSDT,0.08653000,-1.446,-1.446,1135857.80667000
TFUELUSDC,0.00000000,0.000,0.000,0.00000000
TFUELTUSD,0.00000000,0.000,0.000,0.00000000
TFUELPAX,0.00000000,0.000,0.000,0.00000000
ONEBNB,0.00000000,0.000,0.000,0.00000000
ONEBTC,0.00000027,0.000,0.000,2.03590411
ONEUSDT,0.01832000,-2.137,-2.137,2365608.94396300
ONETUSD,0.00000000,0.000,0.000,0.00000000
ONEPAX,0.00000000,0.000,0.000,0.00000000
ONEUSDC,0.00000000,0.000,0.000,0.00000000
FTMBNB,0.00104990,4.457,4.457,256.59686560
FTMBTC,0.00000978,-0.811,-0.811,11.18692792
FTMUSDT,0.67870000,-0.992,-0.992,18335139.44490000
FTMTUSD,0.00000000,0.000,0.000,0.00000000
FTMPAX,0.00000000,0.000,0.000,0.00000000
FTMUSDC,0.67540000,-1.387,-1.387,118724.42730000
BTCBBTC,0.00000000,0.000,0.000,0.00000000
BCPTTUSD,0.00000000,0.000,0.000,0.00000000
BCPTPAX,0.00000000,0.000,0.000,0.00000000
BCPTUSDC,0.00000000,0.000,0.000,0.00000000
ALGOBNB,0.00000000,0.000,0.000,0.00000000
ALGOBTC,0.00000242,-0.412,-0.412,2.48458315
ALGOUSDT,0.16800000,-0.297,-0.297,4979399.19360000
ALGOTUSD,0.00000000,0.000,0.000,0.00000000
ALGOPAX,0.00000000,0.000,0.000,0.00000000
ALGOUSDC,0.16820000,-0.237,-0.237,45432.45260000
USDSBUSDT,0.00000000,0.000,0.000,0.00000000
USDSBUSDS,0.00000000,0.000,0.000,0.00000000
GTOUSDT,0.00000000,0.000,0.000,0.00000000
GTOPAX,0.00000000,0.000,0.000,0.00000000
GTOTUSD,0.00000000,0.000,0.000,0.00000000
GTOUSDC,0.00000000,0.000,0.000,0.00000000
ERDBNB,0.00000000,0.000,0.000,0.00000000
ERDBTC,0.00000000,0.000,0.000,0.00000000
ERDUSDT,0.00000000,0.000,0.000,0.00000000
ERDPAX,0.00000000,0.000,0.000,0.00000000
ERDUSDC,0.00000000,0.000,0.000,0.00000000
DOGEBNB,0.00000000,0.000,0.000,0.00000000
DOGEBTC,0.00000208,-1.422,-1.422,44.46253361
DOGEUSDT,0.14426000,-1.320,-1.320,58783714.06550000
DOGEPAX,0.00000000,0.000,0.000,0.00000000
DOGEUSDC,0.14423000,-1.084,-1.084,369149.75935000
DUSKBNB,0.00000000,0.000,0.000,0.00000000
DUSKBTC,0.00000689,0.437,0.437,7.56419645
DUSKUSDT,0.47780000,0.336,0.336,11249362.84540000
DUSKUSDC,0.00000000,0.000,0.000,0.00000000
DUSKPAX,0.00000000,0.000,0.000,0.00000000
BGBPUSDC,0.00000000,0.000,0.000,0.00000000
ANKRBNB,0.00000000,0.000,0.000,0.00000000
ANKRBTC,0.00000057,0.000,0.000,0.69576672
ANKRUSDT,0.03958000,-1.223,-1.223,1726213.08076700
ANKRTUSD,0.00000000,0.000,0.000,0.00000000
ANKRPAX,0.00000000,0.000,0.000,0.00000000
ANKRUSDC,0.00000000,0.000,0.000,0.00000000
ONTPAX,0.00000000,0.000,0.000,0.00000000
ONTUSDC,0.26640000,-0.708,-0.708,11665.58970000
WINBNB,0.00000016,-5.882,-5.882,9.51112696
WINBTC,0.00000000,0.000,0.000,0.00000000
WINUSDT,0.00010790,-1.100,-1.100,594985.11810050
WINUSDC,0.00000000,0.000,0.000,0.00000000
COSBNB,0.00000000,0.000,0.000,0.00000000
COSBTC,0.00000015,0.000,0.000,2.12654800
COSUSDT,0.01000000,-2.610,-2.610,3478199.14901120
TUSDBTUSD,0.00000000,0.000,0.000,0.00000000
NPXSUSDT,0.00000000,0.000,0.000,0.00000000
NPXSUSDC,0.00000000,0.000,0.000,0.00000000
COCOSBNB,0.00000000,0.000,0.000,0.00000000
COCOSBTC,0.00000000,0.000,0.000,0.00000000
COCOSUSDT,0.00000000,0.000,0.000,0.00000000
MTLUSDT,1.35700000,-0.804,-0.804,892180.87020000
TOMOBNB,0.00000000,0.000,0.000,0.00000000
TOMOBTC,0.00000000,0.000,0.000,0.00000000
TOMOUSDT,0.00000000,0.000,0.000,0.00000000
TOMOUSDC,0.00000000,0.000,0.000,0.00000000
PERLBNB,0.00000000,0.000,0.000,0.00000000
PERLBTC,0.00000000,0.000,0.000,0.00000000
PERLUSDC,0.00000000,0.000,0.000,0.00000000
PERLUSDT,0.00000000,0.000,0.000,0.00000000
DENTUSDT,0.00118200,-2.233,-2.233,1252420.90611500
MFTUSDT,0.00000000,0.000,0.000,0.00000000
KEYUSDT,0.00681000,-0.409,-0.409,1159607.66392100
STORMUSDT,0.00000000,0.000,0.000,0.00000000
DOCKUSDT,0.02625000,-1.018,-1.018,348312.75487000
WANUSDT,0.22840000,-1.721,-1.721,981284.45040000
FUNUSDT,0.00494800,-0.563,-0.563,985345.45921300
CVCUSDT,0.13080000,-0.909,-0.909,1412897.67620000
BTTTRX,0.00000000,0.000,0.000,0.00000000
WINTRX,0.00093500,-0.532,-0.532,22962.70857220
CHZBNB,0.00019480,10.056,10.056,197.56128560
CHZBTC,0.00000182,4.598,4.598,5.12963739
CHZUSDT,0.12596000,4.393,4.393,37894218.97537000
BANDBNB,0.00000000,0.000,0.000,0.00000000
BANDBTC,0.00002124,-0.840,-0.840,0.21120883
BANDUSDT,1.47100000,-1.142,-1.142,722637.06190000
BNBBUSD,0.00000000,0.000,0.000,0.00000000
BTCBUSD,0.00000000,0.000,0.000,0.00000000
BUSDUSDT,0.00000000,0.000,0.000,0.00000000
BEAMBNB,0.00000000,0.000,0.000,0.00000000
BEAMBTC,0.00000000,0.000,0.000,0.00000000
BEAMUSDT,0.00000000,0.000,0.000,0.00000000
XTZBNB,0.00000000,0.000,0.000,0.00000000
XTZBTC,0.00001216,0.496,0.496,0.22794421
XTZUSDT,0.84400000,0.357,0.357,6150314.11260000
RENUSDT,0.06147000,-2.040,-2.040,1057042.49999000
RVNUSDT,0.02527000,-0.473,-0.473,1277270.06013100
HCUSDT,0.00000000,0.000,0.000,0.00000000
HBARBNB,0.00013730,3.156,3.156,193.78863990
HBARBTC,0.00000128,-1.538,-1.538,6.61563395
HBARUSDT,0.08890000,-1.985,-1.985,8763910.67380000
NKNBNB,0.00000000,0.000,0.000,0.00000000
NKNBTC,0.00000152,-1.935,-1.935,0.57952713
NKNUSDT,0.10510000,-2.050,-2.050,812901.04150000
XRPBUSD,0.00000000,0.000,0.000,0.00000000
ETHBUSD,0.00000000,0.000,0.000,0.00000000
BCHABCBUSD,0.00000000,0.000,0.000,0.00000000
LTCBUSD,0.00000000,0.000,0.000,0.00000000
LINKBUSD,0.00000000,0.000,0.000,0.00000000
ETCBUSD,0.00000000,0.000,0.000,0.00000000
STXBNB,0.00342000,3.199,3.199,54.81643170
STXBTC,0.00003193,-2.534,-2.534,24.43780888
STXUSDT,2.21500000,-2.637,-2.637,19284035.31170000
KAVABNB,0.00000000,0.000,0.000,0.00000000
KAVABTC,0.00000924,0.763,0.763,0.51395501
KAVAUSDT,0.63760000,0.000,0.000,1571020.98093000
BUSDNGN,0.00000000,0.000,0.000,0.00000000
BNBNGN,0.00000000,0.000,0.000,0.00000000
BTCNGN,0.00000000,0.000,0.000,0.00000000
ARPABNB,0.00000000,0.000,0.000,0.00000000
ARPABTC,0.00000091,-2.151,-2.151,0.52674179
ARPAUSDT,0.06281000,-2.332,-2.332,1037621.67845400
TRXBUSD,0.00000000,0.000,0.000,0.00000000
EOSBUSD,0.00000000,0.000,0.000,0.00000000
IOTXUSDT,0.05275000,-2.603,-2.603,2588683.07999000
RLCUSDT,2.84400000,0.958,0.958,1701083.48940000
MCOUSDT,0.00000000,0.000,0.000,0.00000000
XLMBUSD,0.00000000,0.000,0.000,0.00000000
ADABUSD,0.00000000,0.000,0.000,0.00000000
CTXCBNB,0.00000000,0.000,0.000,0.00000000
CTXCBTC,0.00000429,-1.606,-1.606,0.31887809
CTXCUSDT,0.29550000,-2.572,-2.572,1018443.94150000
BCHBNB,0.72000000,4.197,4.197,35.06069300
BCHBTC,0.00671200,-1.003,-1.003,9.01951794
BCHUSDT,465.20000000,-1.210,-1.210,11351193.90390000
BCHUSDC,464.50000000,-1.233,-1.233,79745.22830000
BCHTUSD,466.00000000,-1.187,-1.187,18756.01760000
BCHPAX,0.00000000,0.000,0.000,0.00000000
BCHBUSD,0.00000000,0.000,0.000,0.00000000
BTCRUB,0.00000000,0.000,0.000,0.00000000
ETHRUB,0.00000000,0.000,0.000,0.00000000
XRPRUB,0.00000000,0.000,0.000,0.00000000
BNBRUB,0.00000000,0.000,0.000,0.00000000
TROYBNB,0.00000000,0.000,0.000,0.00000000
TROYBTC,0.00000000,0.000,0.000,0.00000000
TROYUSDT,0.00218500,-2.586,-2.586,835799.76818700
BUSDRUB,0.00000000,0.000,0.000,0.00000000
QTUMBUSD,0.00000000,0.000,0.000,0.00000000
VETBUSD,0.00000000,0.000,0.000,0.00000000
VITEBNB,0.00000000,0.000,0.000,0.00000000
VITEBTC,0.00000032,3.226,3.226,0.00068647
VITEUSDT,0.02182000,-1.490,-1.490,427268.67181500
FTTBNB,0.00000000,0.000,0.000,0.00000000
FTTBTC,0.00000000,0.000,0.000,0.00000000
FTTUSDT,1.47880000,-4.229,-4.229,1762847.15093900
BTCTRY,2256584.00000000,-0.580,-0.580,172894177.10012000
BNBTRY,21014.00000000,-5.521,-5.521,69957124.63400000
BUSDTRY,0.00000000,0.000,0.000,0.00000000
ETHTRY,119574.00000000,-0.852,-0.852,70517329.90310000
XRPTRY,16.18600000,-0.216,-0.216,35130890.27800000
USDTTRY,32.54000000,-0.398,-0.398,3392328865.00000000
USDTRUB,0.00000000,0.000,0.000,0.00000000
BTCEUR,64544.00000000,0.148,0.148,4147828.30902940
ETHEUR,3417.71000000,-0.129,-0.129,3550304.59902100
BNBEUR,601.40000000,-4.766,-4.766,2273216.58570000
XRPEUR,0.46310000,0.521,0.521,561164.13140000
EURBUSD,0.00000000,0.000,0.000,0.00000000
EURUSDT,1.07400000,-0.380,-0.380,24314465.71352000
OGNBNB,0.00000000,0.000,0.000,0.00000000
OGNBTC,0.00000193,-1.531,-1.531,0.44326924
OGNUSDT,0.13370000,-1.619,-1.619,1663676.70800000
DREPBNB,0.00000000,0.000,0.000,0.00000000
DREPBTC,0.00000000,0.000,0.000,0.00000000
DREPUSDT,0.00000000,0.000,0.000,0.00000000
BULLUSDT,0.00000000,0.000,0.000,0.00000000
BULLBUSD,0.00000000,0.000,0.000,0.00000000
BEARUSDT,0.00000000,0.000,0.000,0.00000000
BEARBUSD,0.00000000,0.000,0.000,0.00000000
ETHBULLUSDT,0.00000000,0.000,0.000,0.00000000
ETHBULLBUSD,0.00000000,0.000,0.000,0.00000000
ETHBEARUSDT,0.00000000,0.000,0.000,0.00000000
ETHBEARBUSD,0.00000000,0.000,0.000,0.00000000
TCTBNB,0.00000000,0.000,0.000,0.00000000
TCTBTC,0.00000000,0.000,0.000,0.00000000
TCTUSDT,0.00000000,0.000,0.000,0.00000000
WRXBNB,0.00000000,0.000,0.000,0.00000000
WRXBTC,0.00000000,0.000,0.000,0.00000000
WRXUSDT,0.19100000,-1.951,-1.951,946763.04381000
ICXBUSD,0.00000000,0.000,0.000,0.00000000
BTSUSDT,0.00000000,0.000,0.000,0.00000000
BTSBUSD,0.00000000,0.000,0.000,0.00000000
LSKUSDT,1.28600000,-1.001,-1.001,958650.68750000
BNTUSDT,0.72950000,0.082,0.082,514786.78348000
BNTBUSD,0.00000000,0.000,0.000,0.00000000
LTOBNB,0.00000000,0.000,0.000,0.00000000
LTOBTC,0.00000253,2.429,2.429,2.07180129
LTOUSDT,0.17490000,1.983,1.983,4090292.47560000
ATOMBUSD,0.00000000,0.000,0.000,0.00000000
DASHBUSD,0.00000000,0.000,0.000,0.00000000
NEOBUSD,0.00000000,0.000,0.000,0.00000000
WAVESBUSD,0.00000000,0.000,0.000,0.00000000
XTZBUSD,0.00000000,0.000,0.000,0.00000000
EOSBULLUSDT,0.00000000,0.000,0.000,0.00000000
EOSBULLBUSD,0.00000000,0.000,0.000,0.00000000
EOSBEARUSDT,0.00000000,0.000,0.000,0.00000000
EOSBEARBUSD,0.00000000,0.000,0.000,0.00000000
XRPBULLUSDT,0.00000000,0.000,0.000,0.00000000
XRPBULLBUSD,0.00000000,0.000,0.000,0.00000000
XRPBEARUSDT,0.00000000,0.000,0.000,0.00000000
XRPBEARBUSD,0.00000000,0.000,0.000,0.00000000
BATBUSD,0.00000000,0.000,0.000,0.00000000
ENJBUSD,0.00000000,0.000,0.000,0.00000000
NANOBUSD,0.00000000,0.000,0.000,0.00000000
ONTBUSD,0.00000000,0.000,0.000,0.00000000
RVNBUSD,0.00000000,0.000,0.000,0.00000000
STRATBUSD,0.00000000,0.000,0.000,0.00000000
STRATBNB,0.00000000,0.000,0.000,0.00000000
STRATUSDT,0.00000000,0.000,0.000,0.00000000
AIONBUSD,0.00000000,0.000,0.000,0.00000000
AIONUSDT,0.00000000,0.000,0.000,0.00000000
MBLBNB,0.00000000,0.000,0.000,0.00000000
MBLBTC,0.00000000,0.000,0.000,0.00000000
MBLUSDT,0.00369400,-1.124,-1.124,439009.28847700
COTIBNB,0.00000000,0.000,0.000,0.00000000
COTIBTC,0.00000172,-2.825,-2.825,4.18192078
COTIUSDT,0.11914000,-2.957,-2.957,2510433.43238000
ALGOBUSD,0.00000000,0.000,0.000,0.00000000
BTTBUSD,0.00000000,0.000,0.000,0.00000000
TOMOBUSD,0.00000000,0.000,0.000,0.00000000
XMRBUSD,0.00000000,0.000,0.000,0.00000000
ZECBUSD,0.00000000,0.000,0.000,0.00000000
BNBBULLUSDT,0.00000000,0.000,0.000,0.00000000
BNBBULLBUSD,0.00000000,0.000,0.000,0.00000000
BNBBEARUSDT,0.00000000,0.000,0.000,0.00000000
BNBBEARBUSD,0.00000000,0.000,0.000,0.00000000
STPTBNB,0.00000000,0.000,0.000,0.00000000
STPTBTC,0.00000071,2.899,2.899,0.07342648
STPTUSDT,0.04875000,1.204,1.204,568967.70547500
BTCZAR,1327221.00000000,-0.836,-0.836,2820087.61794000
ETHZAR,70464.00000000,-0.719,-0.719,368305.01440000
BNBZAR,0.00000000,0.000,0.000,0.00000000
USDTZAR,19.16000000,-0.519,-0.519,3158915.59000000
BUSDZAR,0.00000000,0.000,0.000,0.00000000
BTCBKRW,0.00000000,0.000,0.000,0.00000000
ETHBKRW,0.00000000,0.000,0.000,0.00000000
BNBBKRW,0.00000000,0.000,0.000,0.00000000
WTCUSDT,0.00000000,0.000,0.000,0.00000000
DATABUSD,0.00000000,0.000,0.000,0.00000000
DATAUSDT,0.05341000,-1.639,-1.639,749569.04679900
XZCUSDT,0.00000000,0.000,0.000,0.00000000
SOLBNB,0.24490000,4.124,4.124,4128.32306660
SOLBTC,0.00228140,-0.968,-0.968,228.35661500
SOLUSDT,158.20000000,-1.144,-1.144,209661218.16608000
SOLBUSD,0.00000000,0.000,0.000,0.00000000
BTCIDRT,0.00,0.000,0.000,0.00
BNBIDRT,0.00,0.000,0.000,0.00
USDTIDRT,16334.00,-0.232,-0.232,5077256480.00
BUSDIDRT,0.00,0.000,0.000,0.00
CTSIBTC,0.00000294,-1.672,-1.672,1.65908412
CTSIUSDT,0.20410000,-2.063,-2.063,886794.60850000
CTSIBNB,0.00000000,0.000,0.000,0.00000000
CTSIBUSD,0.00000000,0.000,0.000,0.00000000
HIVEBNB,0.00000000,0.000,0.000,0.00000000
HIVEBTC,0.00000409,-0.244,-0.244,0.52904428
HIVEUSDT,0.28350000,-0.596,-0.596,869544.79440000
CHRBNB,0.00047390,1.521,1.521,33.83252560
CHRBTC,0.00000441,-4.338,-4.338,0.22689957
CHRUSDT,0.30580000,-4.676,-4.676,2050498.36550000
BTCUPUSDT,0.00000000,0.000,0.000,0.00000000
BTCDOWNUSDT,0.00000000,0.000,0.000,0.00000000
GXSUSDT,0.00000000,0.000,0.000,0.00000000
ARDRUSDT,0.08630000,-2.596,-2.596,742429.27010000
ERDBUSD,0.00000000,0.000,0.000,0.00000000
LENDUSDT,0.00000000,0.000,0.000,0.00000000
HBARBUSD,0.00000000,0.000,0.000,0.00000000
MATICBUSD,0.00000000,0.000,0.000,0.00000000
WRXBUSD,0.00000000,0.000,0.000,0.00000000
ZILBUSD,0.00000000,0.000,0.000,0.00000000
MDTBNB,0.00000000,0.000,0.000,0.00000000
MDTBTC,0.00000082,-2.381,-2.381,0.48867902
MDTUSDT,0.05673000,-3.042,-3.042,524094.42134600
STMXBTC,0.00000000,0.000,0.000,0.00000000
STMXETH,0.00000000,0.000,0.000,0.00000000
STMXUSDT,0.00660700,-0.885,-0.885,2666804.06609400
KNCBUSD,0.00000000,0.000,0.000,0.00000000
KNCUSDT,0.72970000,0.607,0.607,7424891.74766000
REPBUSD,0.00000000,0.000,0.000,0.00000000
REPUSDT,0.00000000,0.000,0.000,0.00000000
LRCBUSD,0.00000000,0.000,0.000,0.00000000
LRCUSDT,0.21920000,-0.680,-0.680,3640448.16140000
IQBNB,0.00000000,0.000,0.000,0.00000000
IQBUSD,0.00000000,0.000,0.000,0.00000000
PNTBTC,0.00000000,0.000,0.000,0.00000000
PNTUSDT,0.00000000,0.000,0.000,0.00000000
BTCGBP,0.00000000,0.000,0.000,0.00000000
ETHGBP,0.00000000,0.000,0.000,0.00000000
XRPGBP,0.00000000,0.000,0.000,0.00000000
BNBGBP,0.00000000,0.000,0.000,0.00000000
GBPBUSD,0.00000000,0.000,0.000,0.00000000
DGBBTC,0.00000015,0.000,0.000,0.08817535
DGBBUSD,0.00000000,0.000,0.000,0.00000000
BTCUAH,2892619.00000000,0.939,0.939,3107574.13426000
USDTUAH,41.84000000,1.185,1.185,15697076.32000000
COMPBTC,0.00077200,-1.279,-1.279,0.22705541
COMPBNB,0.00000000,0.000,0.000,0.00000000
COMPBUSD,0.00000000,0.000,0.000,0.00000000
COMPUSDT,53.35000000,-1.240,-1.240,4046150.19196000
BTCBIDR,0.00,0.000,0.000,0.00
ETHBIDR,0.00,0.000,0.000,0.00
BNBBIDR,0.00,0.000,0.000,0.00
BUSDBIDR,0.00,0.000,0.000,0.00
USDTBIDR,0.00,0.000,0.000,0.00
BKRWUSDT,0.00000000,0.000,0.000,0.00000000
BKRWBUSD,0.00000000,0.000,0.000,0.00000000
SCUSDT,0.00595000,-0.268,-0.268,1114415.91191000
ZENUSDT,7.78000000,-0.384,-0.384,2073515.19720000
SXPBTC,0.00000438,0.000,0.000,0.19441610
SXPBNB,0.00047100,5.369,5.369,12.31588820
SXPBUSD,0.00000000,0.000,0.000,0.00000000
SNXBTC,0.00003436,-1.434,-1.434,0.78799599
SNXBNB,0.00000000,0.000,0.000,0.00000000
SNXBUSD,0.00000000,0.000,0.000,0.00000000
SNXUSDT,2.38700000,-1.729,-1.729,2716405.63420000
ETHUPUSDT,0.00000000,0.000,0.000,0.00000000
ETHDOWNUSDT,0.00000000,0.000,0.000,0.00000000
ADAUPUSDT,0.00000000,0.000,0.000,0.00000000
ADADOWNUSDT,0.00000000,0.000,0.000,0.00000000
LINKUPUSDT,0.00000000,0.000,0.000,0.00000000
LINKDOWNUSDT,0.00000000,0.000,0.000,0.00000000
VTHOBNB,0.00000000,0.000,0.000,0.00000000
VTHOBUSD,0.00000000,0.000,0.000,0.00000000
VTHOUSDT,0.00284200,-1.729,-1.729,695109.24185900
DCRBUSD,0.00000000,0.000,0.000,0.00000000
DGBUSDT,0.01007000,-2.328,-2.328,731224.80202300
GBPUSDT,0.00000000,0.000,0.000,0.00000000
STORJBUSD,0.00000000,0.000,0.000,0.00000000
SXPUSDT,0.30210000,-1.048,-1.048,963513.57485000
IRISBNB,0.00000000,0.000,0.000,0.00000000
IRISBTC,0.00000035,-2.778,-2.778,0.11102671
IRISBUSD,0.00000000,0.000,0.000,0.00000000
MKRBNB,0.00000000,0.000,0.000,0.00000000
MKRBTC,0.03481000,-1.722,-1.722,0.93986883
MKRUSDT,2411.00000000,-1.872,-1.872,7569050.69830000
MKRBUSD,0.00000000,0.000,0.000,0.00000000
DAIBNB,0.00000000,0.000,0.000,0.00000000
DAIBTC,0.00000000,0.000,0.000,0.00000000
DAIUSDT,0.00000000,0.000,0.000,0.00000000
DAIBUSD,0.00000000,0.000,0.000,0.00000000
RUNEBNB,0.00812200,4.476,4.476,27.66215670
RUNEBTC,0.00007488,-1.964,-1.964,5.00871966
RUNEBUSD,0.00000000,0.000,0.000,0.00000000
MANABUSD,0.00000000,0.000,0.000,0.00000000
DOGEBUSD,0.00000000,0.000,0.000,0.00000000
LENDBUSD,0.00000000,0.000,0.000,0.00000000
ZRXBUSD,0.00000000,0.000,0.000,0.00000000
DCRUSDT,18.87000000,-1.872,-1.872,600505.18940000
STORJUSDT,0.47550000,-1.736,-1.736,4531306.97040000
XRPBKRW,0.00000000,0.000,0.000,0.00000000
ADABKRW,0.00000000,0.000,0.000,0.00000000
BTCAUD,0.00000000,0.000,0.000,0.00000000
ETHAUD,0.00000000,0.000,0.000,0.00000000
AUDBUSD,0.00000000,0.000,0.000,0.00000000
FIOBNB,0.00000000,0.000,0.000,0.00000000
FIOBTC,0.00000044,0.000,0.000,0.13843047
FIOBUSD,0.00000000,0.000,0.000,0.00000000
BNBUPUSDT,0.00000000,0.000,0.000,0.00000000
BNBDOWNUSDT,0.00000000,0.000,0.000,0.00000000
XTZUPUSDT,0.00000000,0.000,0.000,0.00000000
XTZDOWNUSDT,0.00000000,0.000,0.000,0.00000000
AVABNB,0.00000000,0.000,0.000,0.00000000
AVABTC,0.00001137,1.791,1.791,1.39805295
AVABUSD,0.00000000,0.000,0.000,0.00000000
USDTBKRW,0.00000000,0.000,0.000,0.00000000
BUSDBKRW,0.00000000,0.000,0.000,0.00000000
IOTABUSD,0.00000000,0.000,0.000,0.00000000
MANAUSDT,0.41480000,-0.408,-0.408,2342888.55640000
XRPAUD,0.00000000,0.000,0.000,0.00000000
BNBAUD,0.00000000,0.000,0.000,0.00000000
AUDUSDT,0.00000000,0.000,0.000,0.00000000
BALBNB,0.00000000,0.000,0.000,0.00000000
BALBTC,0.00005180,0.000,0.000,0.08368915
BALBUSD,0.00000000,0.000,0.000,0.00000000
YFIBNB,0.00000000,0.000,0.000,0.00000000
YFIBTC,0.09250000,-0.644,-0.644,0.22357970
YFIBUSD,0.00000000,0.000,0.000,0.00000000
YFIUSDT,6415.00000000,-0.697,-0.697,1371779.75325000
BLZBUSD,0.00000000,0.000,0.000,0.00000000
KMDBUSD,0.00000000,0.000,0.000,0.00000000
BALUSDT,3.58500000,-0.417,-0.417,487993.49957000
BLZUSDT,0.28780000,8.645,8.645,16453709.37940000
IRISUSDT,0.02458000,-1.126,-1.126,458703.85572500
KMDUSDT,0.39350000,-2.887,-2.887,611071.15240000
BTCDAI,69315.98000000,-0.254,-0.254,359920.69679040
ETHDAI,3671.64000000,-0.528,-0.528,249143.25427300
BNBDAI,646.30000000,-5.040,-5.040,124363.88620000
USDTDAI,1.00000000,-0.010,-0.010,1548326.04143000
BUSDDAI,0.00000000,0.000,0.000,0.00000000
JSTBNB,0.00000000,0.000,0.000,0.00000000
JSTBTC,0.00000043,0.000,0.000,0.30541101
JSTBUSD,0.00000000,0.000,0.000,0.00000000
JSTUSDT,0.02966000,-0.101,-0.101,2338042.53685600
SRMBNB,0.00000000,0.000,0.000,0.00000000
SRMBTC,0.00000000,0.000,0.000,0.00000000
SRMBUSD,0.00000000,0.000,0.000,0.00000000
SRMUSDT,0.00000000,0.000,0.000,0.00000000
ANTBNB,0.00000000,0.000,0.000,0.00000000
ANTBTC,0.00000000,0.000,0.000,0.00000000
ANTBUSD,0.00000000,0.000,0.000,0.00000000
ANTUSDT,0.00000000,0.000,0.000,0.00000000
CRVBNB,0.00000000,0.000,0.000,0.00000000
CRVBTC,0.00000585,0.343,0.343,1.20912757
CRVBUSD,0.00000000,0.000,0.000,0.00000000
CRVUSDT,0.40520000,0.124,0.124,8250185.39168000
SANDBNB,0.00066800,-0.149,-0.149,48.57318900
SANDBTC,0.00000597,-0.334,-0.334,2.44129847
SANDUSDT,0.41420000,-0.552,-0.552,4007386.89320000
SANDBUSD,0.00000000,0.000,0.000,0.00000000
OCEANBNB,0.00112600,2.644,2.644,41.40563400
OCEANBTC,0.00001050,-2.597,-2.597,2.57828701
OCEANBUSD,0.00000000,0.000,0.000,0.00000000
OCEANUSDT,0.72990000,-2.615,-2.615,3556391.02170000
NMRBTC,0.00034850,-0.057,-0.057,0.74142721
NMRBUSD,0.00000000,0.000,0.000,0.00000000
NMRUSDT,24.24000000,0.041,0.041,1540529.94990000
DOTBNB,0.00996000,5.397,5.397,135.46964190
DOTBTC,0.00009280,0.216,0.216,20.14069411
DOTBUSD,0.00000000,0.000,0.000,0.00000000
DOTUSDT,6.43700000,-0.062,-0.062,17807238.48874000
LUNABNB,0.00000000,0.000,0.000,0.00000000
LUNABTC,0.00000000,0.000,0.000,0.00000000
LUNABUSD,0.00000000,0.000,0.000,0.00000000
LUNAUSDT,0.57040000,0.706,0.706,3716611.41271400
IDEXBTC,0.00000078,-1.266,-1.266,0.08484261
IDEXBUSD,0.00000000,0.000,0.000,0.00000000
RSRBNB,0.00000000,0.000,0.000,0.00000000
RSRBTC,0.00000000,0.000,0.000,0.00000000
RSRBUSD,0.00000000,0.000,0.000,0.00000000
RSRUSDT,0.00687400,-0.333,-0.333,11083275.36844010
PAXGBNB,0.00000000,0.000,0.000,0.00000000
PAXGBTC,0.03340000,0.602,0.602,0.73335197
PAXGBUSD,0.00000000,0.000,0.000,0.00000000
PAXGUSDT,2314.00000000,0.303,0.303,900159.08420000
WNXMBNB,0.00000000,0.000,0.000,0.00000000
WNXMBTC,0.00000000,0.000,0.000,0.00000000
WNXMBUSD,0.00000000,0.000,0.000,0.00000000
WNXMUSDT,77.98000000,-0.523,-0.523,426810.54520000
TRBBNB,0.00000000,0.000,0.000,0.00000000
TRBBTC,0.00133590,-1.844,-1.844,5.77506284
TRBBUSD,0.00000000,0.000,0.000,0.00000000
TRBUSDT,92.68000000,-1.999,-1.999,10704265.15460000
ETHNGN,0.00000000,0.000,0.000,0.00000000
DOTBIDR,0.00,0.000,0.000,0.00
LINKAUD,0.00000000,0.000,0.000,0.00000000
SXPAUD,0.00000000,0.000,0.000,0.00000000
BZRXBNB,0.00000000,0.000,0.000,0.00000000
BZRXBTC,0.00000000,0.000,0.000,0.00000000
BZRXBUSD,0.00000000,0.000,0.000,0.00000000
BZRXUSDT,0.00000000,0.000,0.000,0.00000000
WBTCBTC,0.99970000,-0.030,-0.030,89.58815662
WBTCETH,18.86000000,0.213,0.213,3.66668130
SUSHIBNB,0.00000000,0.000,0.000,0.00000000
SUSHIBTC,0.00001489,-0.733,-0.733,0.17535345
